id,date,tweet,hashtags,language,label
1.44e+18,9/20/2021 23:50,"Akan melakukan tindakan terukur, tapi gebukin dan lumurin orang lain dengan kotoran manusia, dan katanya itu semua bertujuan untuk bela agama. Anda bela agama atau bela nafsu pribadi? Kacau.",[],in,umum
1.44e+18,9/20/2021 23:50,"Aneh juga yai, kalau yg jadi sasaran adalah penyiar agama. Apa ada diklat sebelumnya? #suram",['suram'],in,umum
1.44e+18,9/20/2021 23:50,"@RiuRizkiUtomo_ Dgn membentur agama, supaya dia mendapatkan dukungan dari kaum kadrun dan pemabuk agama",[],in,agama
1.44e+18,9/20/2021 23:50,"@AsepIra44314224 @NewAby1188 @JinNonik @filosofiksi @RAISYAELBIX1s Sudahlah bro jangan terlalu keras. Bahasamu tolong distandarkan juga.  Karena agama itu, seharusnya melahirkan banyak ilmu pengetahuan bukan melahirkan banyak teroris..ðŸ˜”  https://t.co/Y",[],in,agama
1.44e+18,9/20/2021 23:50,"@bringTT2me @Tendy75978200 @RoniSap93554597 @EkoPuryanto18 @Dennysiregar7 @MajelisUlamaID Kalo mw banding2 agama dengan gede2 korupsi gede2 dosa, lupa ya dengan orba?",[],in,agama
1.44e+18,9/20/2021 23:50,@wisanggeni_11 Tindakan brutal kok dibilang bela agama..kalau mau bela ya diajak ngomong baik2 namanya orang lagi sesat jalan.,[],in,umum
1.44e+18,9/20/2021 23:49,Kalau kita cintakan seseorng kerana allah dan agama. Allah tak akan lenyapkan perasaan itu.  -ustazah fatimah syarha-,[],in,agama
1.44e+18,9/20/2021 23:48,@blantik_pedhet Napoleon bukan dihina tapi memang kelakuannya yg hina. Agama hanya topeng kebrengsekannya,[],in,umum
1.44e+18,9/20/2021 23:48,"Cowo itu paling ngga suka sama cewe yang : Suka ngerokok Suka minum alkohol Suka umbar aurat Suka ngetato di tubuhnya Suka open bo Dan beda agama  Tapi kalo dia cakep, ya ngga apa bisa di pertimbangkan..",[],in,umum
1.44e+18,9/20/2021 23:47,"@RD_4WR1212 Sama aja dengan mereka, ngaku beragama bahkan atribut pakaian agama tapi kelakuan nya....asssyudahlah.",[],in,umum
1.44e+18,9/20/2021 23:47,Agama itu ribet bagi mereka yg kurang paham agamanya.,[],in,umum
1.44e+18,9/20/2021 23:47,"Auto kena mental nih Ustad Mahmudin ðŸ˜‚  Humorku sebatas ngeliat anak gadis kepleset, dengerin ustad mahmudðŸ’¹iiiinn sama dengerin alibatasajimHAAAðŸ’¹ðŸ’¹ðŸ’¹  Disclaimer : Video dapat dari Tiktok masih lengkap dengan watermark ID usernya dan tidak ada maksud melecehkan agama atau SARA  https://t.co/RekDK6ySeh",[],in,agama
1.44e+18,9/20/2021 23:46,"@r4ntzarea @EkoPuryanto18 @TalkToYosh @Dennysiregar7 @MajelisUlamaID Kan sdh mulai banyak bos, ngakunya paling beragama lah bela agama lah, tapi prilakunya macam tidak punya agama",[],in,agama
1.44e+18,9/20/2021 23:46,@adzman86 @anwaribrahim bg bukti pembalakan di jerai..jgn jd penunggang agama untuk politik..,[],in,politik
1.44e+18,9/20/2021 23:46,"Bokap gue bebasin anak-anaknya buat pacarin siapa aja, mau beda agama, beda ras, psikopat, tukang pecel, lonte, pokoknya bebas demi Allah. Yang gaboleh cuman satu cuy, gaboleh laki-laki.",[],in,umum
1.44e+18,9/20/2021 23:46,"@BaskoroKata @CjHarto @yudhapati88 @YohanesMariono @agama_nusantara @PancasilaSakti4 @Zackf77156873 @AgungWidrajat @swandywidjaja06 @OSoekaryo Smoga kita2 tdk dipertemukan dgn orang jahat spt ini, kondisikan terus kebaikan, agar frekwensi kita berbeda dgn",[],in,umum
1.44e+18,9/20/2021 23:46,knp ya kalo matkul agama gw dipanggil mulu ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­,[],in,umum
1.44e+18,9/20/2021 23:45,"@Dennysiregar7 @MajelisUlamaID Mau jadi negara apa kalo sikap Provokatif di lakukan Oleh MUI, kita balik bertanya.. kalo waloni di lakukan hal yg sama karna kerap menghina agama lain...  apa MUI mendukung juga...? Bijak lah anda kalo Sudah duduk di MUI, j",[],in,agama
1.44e+18,9/20/2021 23:45,"@__AnakKolong @MUIPusat Jadi ingat ajaran Yesus tentang The Good Samaritan, yg pakai jubah pemimpin agama, justru yg tidak mengasihi sesama manusia",[],in,agama
1.44e+18,9/20/2021 23:45,@ogebsneipas @wajahsementara @SUMINTA75437379 @AremaNita__ @agama_nusantara @donarevi @Maleo_Berekor @kelincipetelur @Erwin21500087 @Hayuningrat7 @IngieCS @Vi_MAE_ @JxlmT2906 @ahmedasarlan Even there's a tutorial how to slap such a wife.,[],en,agama
1.44e+18,9/20/2021 23:45,@thatgirlziza @IamAnnyRobert Agama ðŸ¦Ž eyes on you ðŸ‘€,[],en,umum
1.44e+18,9/20/2021 23:45,@dadungfiki @MUIPusat Bela agama pakai Taik ðŸ¤£,[],in,umum
1.44e+18,9/20/2021 23:45,"Banyak orang yang terbuai oleh dunia. Hati mereka hanya disibukkan gemerlap dunia, sehingga melupakan kehidupan akhirat.  Akibatnya, mereka lalai dari Khaliq mereka. Mereka abaikan syariat agama ini.  #RezimKorupAntiKritik",['rezimkorupantikritik'],in,agama
1.44e+18,9/20/2021 23:44,"@__wantaNKRI Menurut saya pribadi dan utk saya pribadi (bkn utk org lain) , agama saya yg paling benar , makanya saya tetap di agama saya , utk orang lain (agama lain) , terserah mereka , semoga mereka jg seperti saya",[],in,agama
1.44e+18,9/20/2021 23:44,"Daripada Muâ€™awiyah bin Abi Sufyan RA, bahawa Nabi ï·º bersabda:  Ù…ÙŽÙ†Ù’ ÙŠÙØ±ÙØ¯Ù Ø§Ù„Ù„Ù‡Ù Ø¨ÙÙ‡Ù Ø®ÙŽÙŠÙ’Ø±Ù‹Ø§ ÙŠÙÙÙŽÙ‚ÙÙ‘Ù‡Ù’Ù‡Ù ÙÙÙŠ Ø§Ù„Ø¯ÙÙ‘ÙŠÙ†Ù  Maksudnya: â€œBarangsiapa yang Allah kehendaki padanya kebaikan, maka Allah akan memberinya kefahaman di dalam agama.â€  [HR Muslim no 1037]",[],ca,agama
1.44e+18,9/20/2021 23:44,"@Dennysiregar7 jelek""in agama terdahulu...ðŸ¤­",[],in,umum
1.44e+18,9/20/2021 23:44,"Penegak hukum, berkedudukan tinggi, korup, lha kok sok2an bela agama dgn menganiaya sesama. Disupport pemuka agama pula.   Dunia sudah terbalik",[],in,hukum
1.44e+18,9/20/2021 23:44,"@_MbakSri_ ""... dibesarkan dlm ketaatan agama islam..."" Tapi malah minta duit sm buronan ya? Disini saya merasa wakwaw.... ðŸ˜¶ðŸ˜¶",[],in,agama
1.44e+18,9/20/2021 23:44,@OposisiCerdas Mungkin melalui pengadilan agama dulu...lalu masuk pengadilan pudana,[],in,hukum
1.44e+18,9/20/2021 23:44,"Anggap Semua Agama Sama, Pluralisme Bahaya  https://t.co/Rb0V7IP2ZP  #Pluralisme #PejabatNegara  #SyariahNomorSatu #TaatiAllahRasulullah Mari Tingkatkan Keimanan  https://t.co/1Fy3UKHTO9","['pluralisme', 'pejabatnegara', 'syariahnomorsatu', 'taatiallahrasulullah']",in,agama
1.44e+18,9/20/2021 23:43,"@OposisiCerdas Kalo hujat agama boleh, ngaco",[],in,umum
1.44e+18,9/20/2021 23:43,"@__AnakKolong @MUIPusat Selamat pagi Bang. Semoga Anwar Abbas, Waketum @MUIPusat bisa menikmati sarapan paginya dan akhirnya saya tau kenapa kekerasan thdp hal2 yg berbau agama tumbuh subur di Indonesia...slh satunya krn didukung olh Waketum MUI.",[],in,agama
1.44e+18,9/20/2021 23:43,"JADWAL PERSIDANGAN SELASA, 21 SEPTEMBER 2021  https://t.co/RYqSkPSnF8  https://t.co/auAO0QHJ4i",[],in,umum
1.44e+18,9/20/2021 23:43,Tokoh Agama Menaruh Harapan terhadap UU Otsus Papua  https://t.co/ABeG5t8tIb,[],in,hukum
1.44e+18,9/20/2021 23:43,"@IlhamSy97070785 @TongaNixon__ Islam, kristen, Buddha, hindu dllnya adalah agama di mata Tuhan bkn rumah, onderdil, kondom atau lainnya. Mslh mana yg benar itu urusan Tuhan yg benar. tuhanmu mengatakan agammu yg paling benar tp tuhan agama lain beda lg. T",[],in,agama
1.44e+18,9/20/2021 23:42,"@501Awani @anwaribrahim @takiyuddin61 Lain kali jgn sebut pasal tuhan, pasal agama even utk pembuka bicara sekalipun. Pasti ada yg tak senang.",[],in,agama
1.44e+18,9/20/2021 23:42,@RAISYAELBIX1s @NewAby1188 @JinNonik @filosofiksi Situ manggilin dajal hoax karangan agama mu mau ngapain? Bukannya mengeluarkan argumen utk mengcounter narasi org lain yg bersumber dr ajaran agamamu. Malah dujal dajal doang. Apa beda nya km yg katanya no,[],in,agama
1.44e+18,9/20/2021 23:42,@aemieruls_ balasan drpd Allah mempermainkan agama,[],in,agama
1.44e+18,9/20/2021 23:42,@blantik_pedhet @biogreen017 Kebayang gak klo semua agama melakukan hal yg sama pada penghina agamanya.. Ngeri,[],in,agama
1.44e+18,9/20/2021 23:41,"Era Jokowi Banyak Kasus Penistaaan Agama Islam Tak Diproses, Mantan Petinggi Polri: Kondisinya Mirip Tahun 60an  https://t.co/2ocTNs5s92",[],in,politik
1.44e+18,9/20/2021 23:41,"@Dennysiregar7 Sebejat bejatnya orang klo agama dan nabinya dihina pasti dia akan marah besar Sekomunis dan atheisnya seseorang ,pasti dia bodo amat krn memang nggak punya tuhan dan nabi Cb Tainya aja si desi Hahahahaha",[],in,agama
1.44e+18,9/20/2021 23:40,@adriCB8 Sontoloyo yah giliran agama Islam dilecehkan kalian diem bae yah dasar kelakuan antek2 pki,[],in,agama
1.44e+18,9/20/2021 23:40,Memukul dan melumuri muka orang pakai taik disebut bela agama dan malah didukung ðŸ¤­ Memalukan... @MUIPusat  https://t.co/pgLq2cuXon,[],in,umum
1.44e+18,9/20/2021 23:39,"@Hilmi28 Dia tidak mengaku Komunis, dia cuma menjawab tidak punya agama saat ditanya agamanya apa. Anda tentu lebih mengerti beda Komunis dan Atheis? Jangan menyeret opini sembarangan kalau tidak tahu yang sebenarnya. Kehabisan bahan menjelang 30S?",[],in,agama
1.44e+18,9/20/2021 23:39,"@msaid_didu Ini aqidah as'ari ahlu Sunnah wal jamaah, anda jangan langsung nuduh macem macem . Kalau ilmu anda sedikit tentang agama sebaiknya hindari bicara soal agama.",[],in,agama
1.44e+18,9/20/2021 23:39,"@cobeh2021 Gausah dibikin mumet muter""in kosakata, jelas"" Ada itu bahasa Indonesia sederhana dan kita tinggal di indonesia yang juga banyak masyarakat awam jadi gunakanlah bahasa yang sederhana dalam syiar agama",[],in,agama
1.44e+18,9/20/2021 23:39,@faridwadjdi semua sama bkn berarti semua agama benar ..,[],in,umum
1.44e+18,9/20/2021 23:39,@RajaMohdShahrim Parti ajaran sesat adalah parti politik jer.. got nothing to do with true religion.. ajaran agama depa ne jenis sesat.. geng tegar depa siap dgn dalil dan fatwa politik dlm hujah defend their leadersâ€¦ taksub lagi jumud depa ne!!!,[],in,politik
1.44e+18,9/20/2021 23:38,@mx00711 @wajahsementara @SUMINTA75437379 @AremaNita__ @agama_nusantara @donarevi @Maleo_Berekor @kelincipetelur @Erwin21500087 @Hayuningrat7 @IngieCS @Vi_MAE_ @JxlmT2906 @ahmedasarlan If she decides not to (comply her husband request for having sex) he c,[],en,agama
1.44e+18,9/20/2021 23:37,"@FVeekong Yg elu bela itu bukan lisan lagi. Udah salah terang2an secara syariat. Apalagi hukum perdata salah besar main hakim sendiri, korupsi.. makan uang orang. Sekarang mukulin orang. Sampe situ nyampe ga ptak lu? Sokan mgomongin tihan agama. Dasar aga",[],in,hukum
1.44e+18,9/20/2021 23:37,Seandainya para Pejabat negara dan aparat negara.  Seperti bapak ini.  NEGARA ADEM TENTRAM RAKYAT NYA. Negara tak bisa di pisahkan dengan Agama.  Di dalam Pancasila tertulis  1.KETUHANAN YANG MAHA ESA.   berani melecehkan adalah PENGKHIANAT! #TumpasPKIGayaBaru #TumpasPKIGayaBaru  https://t.co/Zqkj1ra8kt,"['tumpaspkigayabaru', 'tumpaspkigayabaru']",in,hukum
1.44e+18,9/20/2021 23:36,Ber AGAMA... Merupakan... Sunatullah... UMAT MANUSIA.. Ketika... RUH...ber Statement.. KEPADA... TUHAN nya...  Ketika Ruh manusia... Ditanya..  Bukan kah...AKU...ini TUHAN mu.  Jawab RUH... BENAR... ENGKAU TUHAN kami...kami Ber Saksi...  Itulah Perjanjian AWAL.,[],in,agama
1.44e+18,9/20/2021 23:36,"@MunimSirry Ya mas, tentu bukan dr aspek kepercayaan pemeluk agama. Tp dari bbrp buku mas munim dan podcast minding scripture saya belum menemukan pembahasan ttg topik itu. Atau saya luput?",[],in,umum
1.44e+18,9/20/2021 23:36,@RD_4WR1212 Dalih membela agama dengan melumuri agama anda dengan kotoran.. Tak bermoral.,[],in,umum
1.44e+18,9/20/2021 23:36,@najugul_sinaga Jgn terpengaruh dgn manusia yg mengatas nama Kan Tuhan ttp kelakuan iblis. Yakini bahwa agama mengajarkan cinta kasih sesama.,[],in,agama
1.44e+18,9/20/2021 23:36,"@mrkvilei Gpp vi, nanti lo ujian agama lagi yg islam trus nilainya gabung jdi 2, paling tinggi dah nilai lu",[],in,agama
1.44e+18,9/20/2021 23:36,"Anggap Semua Agama Sama, Pluralisme Bahaya | Serba-serbi MMC  https://t.co/zkTuUzYqJB lewat @YouTube",[],in,umum
1.44e+18,9/20/2021 23:35,"@BIndrawati @filosofiksi Gini ya bro,,soal ad plecehan seksual di greja itu gak bs dikaitkan oleh ajaran agama kristen,karna emank gak ada ajaran plecehan seks di alkitab. Ini yg dibahas adalah ketika ajaran2,syariat2 atau wahyu2 yg ditulis di kitab suci ",[],in,agama
1.44e+18,9/20/2021 23:35,"Masya Alloh, Salut utk Bapa Pendeta ini, klu saja cara berdakwah seperti Pendeta ini niscaya umat beragama di Indonesia akan rukun saling menghargai, Semua Agama memang mengajarkan yg baik, tapi tidak semua Agama benar menurut para penganutnya..Begitu Pa Jenderal !!!",[],in,agama
1.44e+18,9/20/2021 23:35,@si_gumarapoes @Er_SatArema6 @TofaTofa_id @Fatakhuroji2 Seperti bawa2 ayat agama orang di pulau seribu itu yaa...,[],in,agama
1.44e+18,9/20/2021 23:35,Bukan karena apa pal? ya betul bukan karena ldr agama ðŸ™ðŸ™ @naufaaaalR__,[],in,umum
1.44e+18,9/20/2021 23:35,@ariestuck26 @TongaNixon__ Itukn klaim sendiri. Semua agama bisa buat klaim untuk mendukung kelompoknya msng2. Jngn suka ngeklaim nanti malu sendiri.,[],in,umum
1.44e+18,9/20/2021 23:35,"@junregar30 @flyislalat @gotte4 @FerdinandHaean3 Anda gak paham penjelasan @flyislalat. Justru dia membolehkan anda mengklaim agama anda paling benar, atau orang lain mengklaim agama mereka paling benar. Masing2 punya keyakinan. Pointnya, karena masing2 m",[],in,agama
1.44e+18,9/20/2021 23:35,@FVeekong Gobloknya nambah lagi yg elu bela itu kan elu bilang masak agama di hina didiemin.  Gw balik tanya mukulin org dalih bela agama dibenerin ga?? Gw bilang bisa pake lisan. Elo ngomong sok2an pake lisan emang hati ama lisan ada yg tau?? Gw bilang I,[],in,agama
1.44e+18,9/20/2021 23:35,"@RASKXXX xixi, gender doang sama agama tetep beda",[],in,umum
1.44e+18,9/20/2021 23:35,"Narasi ttg toleransi beragama tak lg diperlukan ketika halÂ² mendasar dlm semua agama sudah tak dianggap berbeda lg.  Tak perlu heran jika orangÂ² ""toleran"" yg hidup di fase itu tak lg mengenal kata toleransi thdp siapapun yg berseberangan dg pemahamannya itu. ðŸ¤·â€â™‚ï¸  #intermezzo",['intermezzo'],in,agama
1.44e+18,9/20/2021 23:35,"Wakil Ketua MPR @hnurwahid mengutuk serangan pada tokoh agama,Â ustaz oleh orang tidak dikenal.   https://t.co/jtJw9TW13e",[],in,agama
1.44e+18,9/20/2021 23:34,"â€œKita membangun kehidupan dunia ini dengan merobek-robek agama kita. Pada akhirnya, baik agama maupun dunia yang kita bangun tak lagi bersisa.â€ â€“ Ibrahim bin Adham",[],in,agama
1.44e+18,9/20/2021 23:34,"Kalo gitu, kenapa bilang semua agama sama di mata Tuhan?",[],in,agama
1.44e+18,9/20/2021 23:34,"@OposisiCerdas klo alloh ga ada, knp lo sembah, knp agama lo msh islam sampai detik ini, lbh bagus lo pindah agama aja, dr pd jd perusak persatuan islam..",[],in,agama
1.44e+18,9/20/2021 23:34,"@Marsudi__ Saya juga mau bertanya, kenapa agama harus di bela? Bukankah agama itu ada tuhan Yg maha kuasa dan maha besar, kenapa ga langsung di matiin aja tuh si penghina agama oleh tuhan yg maha kuasa kenapa harus menyuruh pengikut nya",[],in,agama
1.44e+18,9/20/2021 23:34,"@asumsico Lumayan, buat penista agama Kasman ini masih beruntung masih bernafas. Lanjut ken hai NB, kasus korupsi jangan diabaikan juga",[],in,hukum
1.44e+18,9/20/2021 23:34,"@otabibar1 @YaqutCQoumas @Kemenag_RI Apa urusanya dgn menteri agama coyy..itu urusan Polri,silahkan komplain ke polri jgn ke MENAG dong,kyaknya ente salah minum obat waktu komentar deh coyy..",[],in,hukum
1.44e+18,9/20/2021 23:33,UH agama ðŸ˜ðŸ˜ðŸ˜ðŸ˜ðŸ˜,[],en,umum
1.44e+18,9/20/2021 23:33,@dayatia Bismillah Menteri Agama ðŸ˜€,[],in,umum
1.44e+18,9/20/2021 23:32,@rmol_id Mau nyapres ya gini..bawa agama ulama santri...msh gk kapok kah kalian rakyat indonesiaaaaaa???,[],in,politik
1.44e+18,9/20/2021 23:32,"Peyerang Ulama selalu dicap ODGJ. Sementara ketika agama selain islam yg di serang, mereka bilang itu dilakukan oleh teroris.",[],in,agama
1.44e+18,9/20/2021 23:32,Haren oknum sekelas pangkat Jendral mainya cuma lumuri taik di muka penista agama. tpi kelakuan kyat itu ada orgnisasi yg mendukung. ðŸ¤­ðŸ¤­ðŸ¤­,[],in,agama
1.44e+18,9/20/2021 23:32,"Agama versus ""agama""  Karya Ali Syari'ati  Tahun 1994 88 halaman  Harga 75.000 Minat?  Order silakan  DM atau klik link WA  https://t.co/bSBuqUrCUi  https://t.co/gyy6QqFRqG",[],in,umum
1.44e+18,9/20/2021 23:31,@alin_raihani @eddy_wees @__AnakKolong Padahal pelakunya juga manusia laknat menurut hadis tapi berkedok membela agama,[],in,agama
1.44e+18,9/20/2021 23:31,Amin Yaa Robbal'alamin. Semoga saja siapapun penista agama dan perusak persatuan NKRI hidupnya tdk tenang.,[],in,agama
1.44e+18,9/20/2021 23:30,@Dennysiregar7 Saat KORUPSI gak ingat agama Saat PENJARA Ingat agama.. Udahhhh....udahhhh,[],in,hukum
1.44e+18,9/20/2021 23:29,"@Dennysiregar7 @MajelisUlamaID tindakan irjen napoleon berhasil ambil simpati kan,dn akhirnya pula wajah2 garang lainya bermunculan seperti dr Mui . ternyata agama sdh ngasih lampu hijau tuk menindas?",[],in,agama
1.44e+18,9/20/2021 23:29,"@EdiMahaMG Entah apa definisi radikal radikul bagi mereka ini, apakah semua orang yg menjalankan agama dengan benar atau orang yg bertentangan dengan kepentingan mereka. Kalau ini, sekarang hampir 50%, rakayat yg otaknya normal,.pasti ngak setuju dgn mere",[],in,politik
1.44e+18,9/20/2021 23:29,"@democrazymedia Koq malah NU yg mempermasalahkan ini, apa NU yg membenarkan penghinaan ulama, agama, alqur'an dan Junjungan ummat islam Rasulullah ...???",[],in,agama
1.44e+18,9/20/2021 23:28,@democrazymedia PBNU sekarang LUCU Jenderal bermaksud bela Islam kok dikecam? Seharusnya beri masukan bagaimana cara mengatasi masalah Penistaan Agama seperti ini?,[],in,agama
1.44e+18,9/20/2021 23:28,@DamiaAnissa Awak boleh saya tahu apa agama awak...? Yang .. awak masak apa pagi ni...,[],in,umum
1.44e+18,9/20/2021 23:28,Pelampiasan aja itu.  Wong habis ngelakuin kebejatan pura2 bela Agama aja.,[],in,umum
1.44e+18,9/20/2021 23:28,@Dennysiregar7 @MajelisUlamaID Gar U itu ga tau Agama Block,[],in,umum
1.44e+18,9/20/2021 23:27,@ro_agama jsjs tb,[],it,umum
1.44e+18,9/20/2021 23:27,"@detikcom Masih syukur lo kagak modar. Makanya urus aja agama lo, jangan ngurus agama orang.",[],in,umum
1.44e+18,9/20/2021 23:27,"Warning buat umat islam, musuh komunis adalah umat islam dan agama lainya",[],in,agama
1.44e+18,9/20/2021 23:27,"Semakin nyata bahwa kalau mau membodohi Umat bungkuslah sesuatu dgn Agama,ðŸ˜‚ðŸ¤£  https://t.co/NLJvXLVNjD",[],in,umum
1.44e+18,9/20/2021 23:27,"@Boediantar4 Punya wapres katanya Kyai, tp terror thd ulama, ustad malah banyak terjadi bahkan islamophobia dan penista agama terlebih lagi para buzzeRp tukang fitnah dibiarkan saja.  Biarlah org hidup dimasa mudanya jd bandit daripada orang hidup dimasa ",[],in,agama
1.44e+18,9/20/2021 23:27,"@Boediantar4 Rausah ngarep,mungkin mereka lebih suka membela agama non muslim.",[],in,umum
